simulation_id,session_index,time,action,state,reward
0.0_s1_5,21,7,A_independent,s1,2
0.0_s1_5,21,8,A_independent,s1,2
0.0_s1_5,21,9,A_independent,s1,2
0.0_s1_5,21,10,A_independent,s1,2
0.0_s1_5,21,11,A_independent,s1,2
0.0_s1_5,21,12,A_independent,s1,2
0.0_s1_5,21,13,A_independent,s1,2
0.0_s1_5,21,14,A_independent,s1,2
0.0_s1_5,21,15,A_independent,s1,2
0.0_s1_5,21,16,A_independent,s1,2
0.0_s1_5,21,17,A_independent,s1,2
0.0_s1_5,21,18,A_independent,s1,2
0.0_s1_5,21,19,A_independent,s1,2
0.0_s1_5,21,20,A_independent,s1,2
0.0_s1_5,22,1,A_independent,s1,2
0.0_s1_5,22,2,A_independent,s1,2
0.0_s1_5,22,3,A_independent,s1,2
0.0_s1_5,22,4,A_independent,s1,2
0.0_s1_5,22,5,A_independent,s1,2
0.0_s1_5,22,6,A_independent,s1,2
0.0_s1_5,22,7,A_independent,s1,2
0.0_s1_5,22,8,A_independent,s1,2
0.0_s1_5,22,9,A_independent,s1,2
0.0_s1_5,22,10,A_independent,s1,2
0.0_s1_5,22,11,A_independent,s1,2
0.0_s1_5,22,12,A_independent,s1,2
0.0_s1_5,22,13,A_independent,s1,2
0.0_s1_5,22,14,A_independent,s1,2
0.0_s1_5,22,15,A_independent,s1,2
0.0_s1_5,22,16,A_independent,s1,2
0.0_s1_5,22,17,A_independent,s1,2
0.0_s1_5,22,18,A_independent,s1,2
0.0_s1_5,22,19,A_independent,s1,2
0.0_s1_5,22,20,A_independent,s1,2
0.0_s1_5,23,1,A_independent,s1,2
0.0_s1_5,23,2,A_independent,s1,2
0.0_s1_5,23,3,A_independent,s1,2
0.0_s1_5,23,4,A_independent,s1,2
0.0_s1_5,23,5,A_independent,s1,2
0.0_s1_5,23,6,A_independent,s1,2
0.0_s1_5,23,7,A_independent,s1,2
0.0_s1_5,23,8,A_independent,s1,2
0.0_s1_5,23,9,A_independent,s1,2
0.0_s1_5,23,10,A_independent,s1,2
0.0_s1_5,23,11,A_independent,s1,2
0.0_s1_5,23,12,A_independent,s1,2
0.0_s1_5,23,13,A_independent,s1,2
0.0_s1_5,23,14,A_independent,s1,2
0.0_s1_5,23,15,A_independent,s1,2
0.0_s1_5,23,16,A_independent,s1,2
0.0_s1_5,23,17,A_independent,s1,2
0.0_s1_5,23,18,A_independent,s1,2
0.0_s1_5,23,19,A_independent,s1,2
0.0_s1_5,23,20,A_independent,s1,2
0.0_s1_5,24,1,A_independent,s1,2
0.0_s1_5,24,2,A_independent,s1,2
0.0_s1_5,24,3,A_independent,s1,2
0.0_s1_5,24,4,A_independent,s1,2
0.0_s1_5,24,5,A_independent,s1,2
0.0_s1_5,24,6,A_independent,s1,2
0.0_s1_5,24,7,A_independent,s1,2
0.0_s1_5,24,8,A_independent,s1,2
0.0_s1_5,24,9,A_independent,s1,2
0.0_s1_5,24,10,A_independent,s1,2
0.0_s1_5,24,11,A_independent,s1,2
0.0_s1_5,24,12,A_independent,s1,2
0.0_s1_5,24,13,A_independent,s1,2
0.0_s1_5,24,14,A_independent,s1,2
0.0_s1_5,24,15,A_independent,s1,2
0.0_s1_5,24,16,A_independent,s1,2
0.0_s1_5,24,17,A_independent,s1,2
0.0_s1_5,24,18,A_independent,s1,2
0.0_s1_5,24,19,A_independent,s1,2
0.0_s1_5,24,20,A_independent,s1,2
0.0_s1_5,25,1,A_independent,s1,2
0.0_s1_5,25,2,A_independent,s1,2
0.0_s1_5,25,3,A_independent,s1,2
0.0_s1_5,25,4,A_independent,s1,2
0.0_s1_5,25,5,A_independent,s1,2
0.0_s1_5,25,6,A_independent,s1,2
0.0_s1_5,25,7,A_independent,s1,2
0.0_s1_5,25,8,A_independent,s1,2
0.0_s1_5,25,9,A_independent,s1,2
0.0_s1_5,25,10,A_independent,s1,2
0.0_s1_5,25,11,A_independent,s1,2
0.0_s1_5,25,12,A_independent,s1,2
0.0_s1_5,25,13,A_independent,s1,2
0.0_s1_5,25,14,A_independent,s1,2
0.0_s1_5,25,15,A_independent,s1,2
0.0_s1_5,25,16,A_independent,s1,2
0.0_s1_5,25,17,A_independent,s1,2
0.0_s1_5,25,18,A_independent,s1,2
0.0_s1_5,25,19,A_independent,s1,2
0.0_s1_5,25,20,A_independent,s1,2
0.0_s1_5,26,1,A_independent,s1,2
0.0_s1_5,26,2,A_independent,s1,2
0.0_s1_5,26,3,A_independent,s1,2
0.0_s1_5,26,4,A_independent,s1,2
0.0_s1_5,26,5,A_independent,s1,2
0.0_s1_5,26,6,A_independent,s1,2
0.0_s1_5,26,7,A_independent,s1,2
0.0_s1_5,26,8,A_independent,s1,2
0.0_s1_5,26,9,A_independent,s1,2
0.0_s1_5,26,10,A_independent,s1,2
0.0_s1_5,26,11,A_independent,s1,2
0.0_s1_5,26,12,A_independent,s1,2
0.0_s1_5,26,13,A_independent,s1,2
0.0_s1_5,26,14,A_independent,s1,2
0.0_s1_5,26,15,A_independent,s1,2
0.0_s1_5,26,16,A_independent,s1,2
0.0_s1_5,26,17,A_independent,s1,2
0.0_s1_5,26,18,A_independent,s1,2
0.0_s1_5,26,19,A_independent,s1,2
0.0_s1_5,26,20,A_independent,s1,2
0.0_s1_5,27,1,A_independent,s1,2
0.0_s1_5,27,2,A_independent,s1,2
0.0_s1_5,27,3,A_independent,s1,2
0.0_s1_5,27,4,A_independent,s1,2
0.0_s1_5,27,5,A_independent,s1,2
0.0_s1_5,27,6,A_independent,s1,2
0.0_s1_5,27,7,A_independent,s1,2
0.0_s1_5,27,8,A_independent,s1,2
0.0_s1_5,27,9,A_independent,s1,2
0.0_s1_5,27,10,A_independent,s1,2
0.0_s1_5,27,11,A_independent,s1,2
0.0_s1_5,27,12,A_independent,s1,2
0.0_s1_5,27,13,A_independent,s1,2
0.0_s1_5,27,14,A_independent,s1,2
0.0_s1_5,27,15,A_independent,s1,2
0.0_s1_5,27,16,A_independent,s1,2
0.0_s1_5,27,17,A_independent,s1,2
0.0_s1_5,27,18,A_independent,s1,2
0.0_s1_5,27,19,A_independent,s1,2
0.0_s1_5,27,20,A_independent,s1,2
0.0_s1_5,28,1,A_independent,s1,2
0.0_s1_5,28,2,A_independent,s1,2
0.0_s1_5,28,3,A_independent,s1,2
